CommunityID,CommunityCount,Type,Id,Name,Centrality    
21,18,TIN,2799851225,Proffessional Security Group 4,0
21,19,TIN,3455471674,Graphic Outsourcing Studios 9,0
21,20,TIN,861480020,Technical Paradigm Technologies 9,0
21,21,TIN,58713591,Internet Paradigm Concierge 3,0
21,22,TIN,5765720475,Silicon Corp 5,0
21,23,TIN,2210930032,Agility PC Advertising 8,0
21,24,TIN,8301881196,Proffessional Technology 5,0
21,25,TIN,5953020128,Technical Networks Technologies 9,0
6,1,TIN,2671987832,Quantum Wireless 9,23
6,2,TIN,3973520940,Certified Security 2,18
6,3,TIN,2934223355,Administrative Automation Inc 10,18
6,4,TIN,8215093496,Quantum Integrity LLC 6,12
6,5,TIN,6925187139,Agility PC Advertising 6,12
6,6,TIN,1766594732,Advanced Byte Inc 6,10.67
6,7,TIN,9589147254,Silicon Opportunities LLC 5,10
6,8,TIN,2591640524,Key Byte Group 7,10
6,9,TIN,6779571159,Silicon Experts Technologies,8.67
6,10,TIN,2685680979,Administrative Paradigm Universal 8,7
6,11,TIN,7751355833,Visual Interworks Design 2,7
6,12,TIN,8728964119,Internet Paradigm Concierge 5,6
6,13,TIN,179933136,Administrative Trade Telecom 4,6
6,14,TIN,5511422359,Technical Networks Technologies 3,6
6,15,TIN,6352544012,"External Client Unlimited, Inc 8",6
6,16,TIN,2463080085,Silicon Opportunities LLC 8,4
6,17,TIN,2566585985,Cyber Security 9,4
6,18,TIN,3740804283,"Micro Client Unlimited, Inc 9",3
6,19,TIN,3542281960,Internet Community Group 9,2.67
6,20,TIN,2705389793,Ironclad Client Group 10,2
6,21,TIN,9342466543,Automation Design 3,2
6,22,TIN,5638796651,Visual Automation,2
6,23,TIN,6529300619,Internal Unified Technologies 5,2
6,24,TIN,5756477070,Virtual Services Corporation 9,2
6,25,TIN,3775172801,Expert Trade Design 6,2
6,26,TIN,3181012498,Canadian Consulting Design 3,2
6,27,TIN,4018687377,Enigma Wireless Design 9,2
6,28,TIN,7422224636,Red Hat Computer Resources 7,2
6,29,TIN,1416809849,Executive Unified Technologies 8,2
6,30,TIN,9352898330,Reliable Services Advertising 5,2
6,31,TIN,8056699401,Canadian Consulting Design 8,0
6,32,TIN,6346391500,Cyber Innovation Corp 6,0
6,33,TIN,3022684219,Technical Computer Ltd 9,0
6,34,TIN,4076218475,Continential Data Corporation,0
6,35,TIN,9847119581,Key Wireless Corp 3,0
6,36,TIN,1780855274,Silicon Corp 8,0
6,37,TIN,4780553538,Visual Automation 6,0
6,38,TIN,6701054271,External Media Corp 5,0
6,39,TIN,2444586117,Agility Outsourcing Studios 3,0
6,40,TIN,1487700293,Expert Telecom 7,0
6,41,TIN,682709699,"External Client Unlimited, Inc 7",0
6,42,TIN,2673094904,Technical Paradigm Technologies 4,0
6,43,TIN,8968268655,Advanced Byte Inc 4,0
2,1,TIN,4214183550,Expert Integrity Technologies,20
2,2,TIN,1735824620,Certified Paradigm Concierge 9,20
2,3,TIN,5587486592,Profit Computer Concierge 5,12
2,4,TIN,7731692936,External Technologies Design 8,12
2,5,TIN,518862227,Administrative Automation Inc 6,12
2,6,TIN,9657837798,"Profit Interactive Unlimited, Inc 4",12
2,7,TIN,6895489050,Expert Security Telecom 5,12
2,8,TIN,9817876867,Indicative Community Resources 3,12
2,9,TIN,2006857412,Cyber Paradigm Design 5,12
2,10,TIN,984240011,Automation Design 4,6
2,11,TIN,6052550032,Agility Outsourcing Studios 5,6
2,12,TIN,4424613580,"Continential Automation Unlimited, Inc 2",6
2,13,TIN,4174455539,Silicon Experts Technologies 7,6
2,14,TIN,4411508876,North American Automation Corp 10,6
2,15,TIN,8720431447,Internet Community Group 5,6
2,16,TIN,2979128255,Future Solutions LLC 5,6
2,17,TIN,1204905808,Network Server Studios 4,6
2,18,TIN,4144146297,Certified Security,6
2,19,TIN,2753544847,Certified Integrity Technologies 2,6
2,20,TIN,7183778882,Key Byte Group 10,2
2,21,TIN,3030324018,Continential Software Technologies 7,2
2,22,TIN,740802388,Internal Unified Technologies 8,2
2,23,TIN,5687768916,Silicon Opportunities LLC 9,2
2,24,TIN,7636191866,Omega Trading Company,2
2,25,TIN,6928658020,External Technologies Design,2
2,26,TIN,2543587428,Profit Server Concierge,2
2,27,TIN,8353655096,Cyber Paradigm Design 9,2
2,28,TIN,284707048,Global Solutions Studios 7,2
2,29,TIN,4500848147,"Continential Automation Unlimited, Inc",2
2,30,TIN,7442337379,Canadian Media Design 2,2
2,31,TIN,4846671032,Administrative Innovation 2,2
2,32,TIN,2607972283,Enigma Wireless Design 3,2
2,33,TIN,7091047208,Profit Production Concierge 9,2
2,34,TIN,6981756676,Moving Business 10,2
2,35,TIN,2901287834,Expert Trade Design 8,0
2,36,TIN,7144500593,Cyber Integrity Universal 3,0
2,37,TIN,8256010820,Proffessional Security Group 9,0
2,38,TIN,5075093848,Key Digital Concierge 6,0
2,39,TIN,9644430397,Expert Integrity Technologies 3,0
2,40,TIN,8737265592,Open Unified Studios 4,0
2,41,TIN,485713348,Administrative Paradigm Universal 3,0
2,42,TIN,1352300703,Expert Interactive Resources 8,0
2,43,TIN,9955996974,Proffessional Wireless Advertising 3,0
2,44,TIN,4438227952,Micro Interactive Resources 10,0
10,1,TIN,283277987,Cyber Paradigm Design 3,37
10,2,TIN,202152621,North American Trade Group,28
10,3,TIN,3861957333,Technical Networks Technologies 2,24
10,4,TIN,9682987315,Silicon Opportunities LLC 3,20
10,5,TIN,203450264,Visual Interworks Design,19
10,6,TIN,2152399184,Micro Production 4,18
10,7,TIN,7384423338,Canadian Media Design 6,17
10,8,TIN,556321771,"Profit Interactive Unlimited, Inc 7",12
10,9,TIN,920353466,Red Hat Computer Resources 3,11
10,10,TIN,6993201483,Global Solutions Studios 2,10
10,11,TIN,5861163015,North American Automation Concierge,9.67
10,12,TIN,1872665824,Network Cluster 5,8.67
10,13,TIN,3140200871,Expert Telecom 4,6
10,14,TIN,9807672405,Key Wireless Corp 7,6
10,15,TIN,3865367827,Key Byte Group 4,6
10,16,TIN,7670415549,Internet Computer Vision 4,6
10,17,TIN,7712104086,Technical PC Studios 2,6
10,18,TIN,2146092644,Micro Production 2,6
10,19,TIN,9009632139,Canadian Media Design 3,6
10,20,TIN,372264361,North American Automation Concierge 9,6
10,21,TIN,66475746,External Solutions LLC 3,5
10,22,TIN,4421322163,North American Automation Corp 7,5
10,23,TIN,118301370,Agility PC Advertising 3,5
10,24,TIN,2005194278,"Continential Automation Unlimited, Inc 9",5
10,25,TIN,2512902385,Continential Software Technologies 4,2
10,26,TIN,2875668456,Proffessional Security Group 2,2
10,27,TIN,4258607873,Indicative Community Technologies 9,2
10,28,TIN,5828496653,Canadian Outsourcing 6,2
10,29,TIN,6334910569,Future Solutions LLC 4,2
10,30,TIN,5246766035,"American Paradigm Unlimited, Inc 4",2
10,31,TIN,8957772298,Ironclad Client Group 3,2
10,32,TIN,6438034157,Global Solutions Studios 3,1
10,33,TIN,9598627474,Silicon Innovation LLC 6,1
10,34,TIN,7395804409,Canadian Media Design,1
10,35,TIN,4298118912,American Software 5,1
10,36,TIN,9993104119,Graphic Client Concierge 10,1
10,37,TIN,1433462785,Profit Computer Concierge 7,1
10,38,TIN,2927841144,Expert Telecom 3,1
10,39,TIN,5895560762,Enigma Securities Group 8,1
10,40,TIN,9483038935,Administrative Concierge 6,1
10,41,TIN,8972952677,"American Paradigm Unlimited, Inc 8",0.67
10,42,TIN,7998097658,Profit Production Concierge 6,0
10,43,TIN,6655310561,Internal Computer Telecom 5,0
10,44,TIN,2941638290,Indicative Community Resources 2,0
10,45,TIN,929868531,Network Server Studios 10,0
10,46,TIN,3308168867,"Micro Client Unlimited, Inc 7",0
10,47,TIN,6793012915,Silicon Corp 2,0
10,48,TIN,257435657,Key Software 3,0
17,1,TIN,9276868930,Quantum Wireless 7,20
17,2,TIN,97488889,Quantum Interworks Advertising 6,12
17,3,TIN,1694913450,Proffessional Technology 7,11
17,4,TIN,7656774841,Continential Wireless Worldwide 4,11
17,5,TIN,6945576540,North American Automation Concierge 7,6
17,6,TIN,1016909511,Quantum Integrity LLC 8,6
17,7,TIN,1621229447,Future Solutions LLC 10,6
17,8,TIN,769158539,"External Client Unlimited, Inc 4",6
17,9,TIN,7003390812,Profit Server Concierge 3,6
17,10,TIN,5439003033,North American Trade Group 10,6
17,11,TIN,8830062942,Visual Interworks Design 9,6
17,12,TIN,9891278881,Internet Paradigm Concierge 6,6
17,13,TIN,7621927979,Quantum Wireless 8,6
17,14,TIN,199290946,Executive Unified Technologies,6
17,15,TIN,2456161550,American Software 9,5
17,16,TIN,1911398095,Profit Computer Concierge 8,2
17,17,TIN,8616854821,Advanced Byte Inc 5,2
17,18,TIN,350531775,Internet Paradigm Concierge,2
17,19,TIN,704735336,Administrative Trade Telecom 3,2
17,20,TIN,793784204,Network Cluster 7,2
17,21,TIN,2910762580,Certified Paradigm Concierge 4,2
17,22,TIN,6021681520,Enigma Wireless Design,2
17,23,TIN,480731217,Canadian Community Group 3,2
17,24,TIN,1703445142,Corporate Data Advertising 5,1
17,25,TIN,3668271415,Micro Production 7,0
17,26,TIN,9291760848,Graphic Server Universal 10,0
17,27,TIN,7030172744,Taleb Trading,0
17,28,TIN,8687709269,demouser2,0
17,29,TIN,3488159570,Visual Automation 10,0
17,30,TIN,8993470727,Indicative Opportunities Vision 7,0
17,31,TIN,2135279539,Expert Trade Design 10,0
17,32,TIN,7791591251,Expert Interactive Resources 3,0
20,1,TIN,4435884751,External Technologies Design 2,30
20,2,TIN,1087359393,Technical Networks Technologies 5,20
20,3,TIN,6652977218,Silicon Innovation LLC 8,18
20,4,TIN,1411663443,Advanced Byte Firm 10,12
20,5,TIN,8917615583,Automation Design,12
20,6,TIN,6915903205,Quantum Interworks Advertising 2,10
20,7,TIN,588876753,Profit Production Concierge 7,10
20,8,TIN,6698402682,Moving Business 7,6
20,9,TIN,872099801,Certified Paradigm Concierge 6,6
20,10,TIN,8234297899,Canadian Outsourcing 7,6
20,11,TIN,8033031579,Visual Interworks Design 5,6
20,12,TIN,4139898478,Certified Integrity Technologies 9,6
20,13,TIN,2612579710,Advanced Byte Inc 9,6
20,14,TIN,2026631170,Moving Business 3,6
20,15,TIN,7206327350,Technical PC Studios 9,4
20,16,TIN,6355567009,"Profit Interactive Unlimited, Inc",4
20,17,TIN,15682733,Administrative Concierge 8,2
20,18,TIN,7148456014,Quantum Interworks Advertising 9,2
20,19,TIN,7275679651,Red Hat Computer Resources 4,2
20,20,TIN,6376197781,Expert Telecom 8,2
20,21,TIN,8924315476,Moving Business 5,2
20,22,TIN,5602654640,Expert Trade Design 5,2
20,23,TIN,6951511115,Quantum Integrity LLC 4,2
20,24,TIN,3520207111,Administrative Paradigm Universal,2
20,25,TIN,9523757336,Advanced Byte Firm,2
20,26,TIN,6880099067,"American Paradigm Unlimited, Inc 9",2
20,27,TIN,5122609342,Indicative Community Technologies 4,2
20,28,TIN,5853700076,North American Trade Group 8,2
20,29,TIN,4708140222,American Software 2,2
20,30,TIN,750791970,Proffessional Technology 8,2
20,31,TIN,6299131946,Cyber Integrity Universal 2,2
20,32,TIN,8177559851,Graphic Outsourcing Studios 6,0
20,33,TIN,6940570365,"Micro Client Unlimited, Inc 10",0
20,34,TIN,7674226591,Key Digital Concierge 3,0
20,35,TIN,6593243113,Certified Security 7,0
20,36,TIN,3783854659,SGG Industries,0
20,37,TIN,9566545762,Open Unified Studios 2,0
20,38,TIN,9449472513,Expert Interactive Resources 4,0
20,39,TIN,9549524404,Key Byte Group,0
20,40,TIN,1136205751,Continential Software Technologies 6,0
20,41,TIN,6899402643,Cyber Paradigm Design 6,0
20,42,TIN,5952044411,Network Server Studios 7,0
20,43,TIN,600445114,Proffessional Security Group,0
1,1,TIN,8090795032,Enigma Securities Group 10,20
1,2,TIN,611571050,Internet Computer Vision 10,18
1,3,TIN,3287590997,American Software 3,18
1,4,TIN,7190152670,Graphic Client Concierge 4,12
1,5,TIN,4080609860,Mina9,12
1,6,TIN,316883573,Visual Interworks Design 6,12
1,7,TIN,6882862603,Expert Security Telecom 4,12
1,8,TIN,5869063483,Technical Paradigm Technologies 6,12
1,9,TIN,5963233333,Agility PC Advertising 9,12
1,10,TIN,1810634394,Enigma Securities Group 6,12
1,11,TIN,2691956262,Cyber Innovation Corp,10
1,12,TIN,4562152057,Certified Paradigm Concierge 10,10
1,13,TIN,1729085452,demouser,6
1,14,TIN,5208854621,Virtual Services Corporation 3,6
1,15,TIN,3919975448,Internal Unified Technologies 7,6
1,16,TIN,4921181995,Virtual Services Corporation 4,6
1,17,TIN,9207292795,Internet Community Group 8,6
1,18,TIN,9318496532,Continential Wireless Worldwide 3,6
1,19,TIN,5204362380,Graphic Client Concierge 9,6
1,20,TIN,5319481439,Proffessional Technology 9,6
1,21,TIN,3112765152,Internet Paradigm Concierge 4,6
1,22,TIN,8070203169,Enigma Wireless Design 10,6
1,23,TIN,3187579103,Continential Data Corporation 6,6
1,24,TIN,8547290457,Internet Computer Vision 2,6
1,25,TIN,215745180,Global Solutions Studios 6,6
1,26,TIN,6111683034,Continential Data Corporation 4,6
1,27,TIN,4015864756,Network Server Studios 6,4
1,28,TIN,9244014030,Indicative Community Resources 5,4
1,29,TIN,974100268,American Software 7,2
1,30,TIN,8949030164,North American Interworks Studios 6,2
1,31,TIN,3070635210,Visual Interworks Design 3,2
1,32,TIN,5711594033,Quantum Integrity LLC 7,2
1,33,TIN,1863509442,Administrative Trade Telecom 9,2
1,34,TIN,907358748,Micro Interactive Resources 7,2
1,35,TIN,6222741361,Key Digital Concierge 4,2
1,36,TIN,5451728975,Agility Outsourcing Studios 8,2
1,37,TIN,3387286746,Key Software 6,2
1,38,TIN,3723133690,Silicon Experts Technologies 10,2
1,39,TIN,1455851577,"American Paradigm Unlimited, Inc 2",2
1,40,TIN,3240594467,Network Cluster,2
1,41,TIN,6818369849,Indicative Community Technologies 6,2
1,42,TIN,6477534069,Certified Paradigm Concierge 5,2
1,43,TIN,3352640603,"Open Networks Unlimited, Inc 3",2
1,44,TIN,3796014067,Network Cluster 3,2
1,45,TIN,2927031778,JKS Research,2
1,46,TIN,4664007734,Technical Concepts Studios,2
1,47,TIN,225754259,Canadian Outsourcing 8,2
1,48,TIN,824821661,Advanced Byte Inc 8,2
1,49,TIN,7100566189,Open Unified Studios 3,2
1,50,TIN,6785441158,Future Solutions LLC 7,2
1,51,TIN,5668130030,Micro Interactive Resources,2
1,52,TIN,9518300779,Continential Data Corporation 8,2
1,53,TIN,8788269478,Virtual Services Corporation 10,0
1,54,TIN,2288831585,Technical Concepts Studios 8,0
1,55,TIN,8303994187,Certified Paradigm Concierge 7,0
1,56,TIN,7923239923,Micro Production 5,0
1,57,TIN,5899233132,External Media Corp 10,0
1,58,TIN,3238974983,"Micro Client Unlimited, Inc 4",0
1,59,TIN,3993049792,Administrative Innovation 8,0
1,60,TIN,4817433481,Enigma Wireless Design 7,0
1,61,TIN,7475454150,Internal Computer Telecom 6,0
4,1,TIN,9063890305,Future Solutions LLC 9,29
4,2,TIN,6070101026,Advanced Byte Inc,12
4,3,TIN,7682734967,Certified Security 3,12
4,4,TIN,1298378264,Key Byte Group 6,12
4,5,TIN,9243408027,Expert Telecom 5,12
4,6,TIN,3520209418,Indicative Opportunities Vision 8,12
4,7,TIN,2244157026,Silicon Innovation LLC 2,12
4,8,TIN,5148374672,Canadian Community Group 8,12
4,9,TIN,9433060545,North American Automation Corp 6,12
4,10,TIN,2620711188,Technical Concepts Studios 5,12
4,11,TIN,7673024596,Visual Automation 4,12
4,12,TIN,9265827413,Silicon Innovation LLC,11
4,13,TIN,7105761772,Corporate Data Advertising 8,10
4,14,TIN,7868503091,Indicative Community Resources 8,9
4,15,TIN,4369177720,"Profit Interactive Unlimited, Inc 3",6
4,16,TIN,9977637178,Silicon Experts Technologies 4,6
4,17,TIN,8300771067,Quantum Server Universal 10,6
4,18,TIN,2606559611,Cyber Security 7,6
4,19,TIN,4997713523,"Open Networks Unlimited, Inc 5",6
4,20,TIN,1173583648,North American Interworks Studios 3,6
4,21,TIN,2623303457,Cyber Integrity Universal 9,3
4,22,TIN,1885321843,Proffessional Networking Studios 9,2
4,23,TIN,1855491955,Graphic Outsourcing Studios 2,2
4,24,TIN,3579113338,Cyber Security 2,2
4,25,TIN,4051024843,Internal Computer Telecom 4,2
4,26,TIN,9718080466,Canadian Consulting Design 10,2
4,27,TIN,1359769516,Certified Security 8,2
4,28,TIN,6879417683,Continential Software Technologies 10,2
4,29,TIN,3871673498,Certified Security 10,2
4,30,TIN,2178032975,Canadian Consulting Design 7,2
4,31,TIN,4884471984,Agility PC Advertising,2
4,32,TIN,4340947689,Administrative Concierge 2,2
4,33,TIN,8089463638,North American Automation Corp 2,2
4,34,TIN,5636439168,Proffessional Security Group 8,2
4,35,TIN,5693098776,Corporate Data Advertising,2
4,36,TIN,6294987222,Silicon Opportunities LLC 7,2
4,37,TIN,8196721591,Expert Trade Design 9,2
4,38,TIN,1158429050,Profit Server Concierge 7,2
4,39,TIN,400734201,Corporate Opportunities Ltd 5,0
4,40,TIN,5525346796,Technical Computer Ltd 7,0
4,41,TIN,3560924106,Key Software 10,0
4,42,TIN,4009785045,Silicon Innovation LLC 3,0
4,43,TIN,3084966811,Cyber Integrity Universal 7,0
4,44,TIN,5511368701,Enigma Securities Group 5,0
4,45,TIN,2958989458,North American Automation Concierge 3,0
4,46,TIN,2681438250,aaaaa,0
4,47,TIN,9162886236,"External Client Unlimited, Inc 9",0
23,1,TIN,3487910637,Continential Wireless Worldwide 10,18
23,2,TIN,7246424175,Internal Computer Telecom 2,18
23,3,TIN,808434058,Agility Outsourcing Studios 2,6
23,4,TIN,5357021041,Canadian Community Group,6
23,5,TIN,4206827182,Graphic Outsourcing Studios 5,6
23,6,TIN,8657164971,Administrative Trade Telecom 2,4
23,7,TIN,4192473678,Indicative Community Resources,2
23,8,TIN,3411003993,Proffessional Networking Studios 3,2
23,9,TIN,856403599,Administrative Automation Inc 7,2
23,10,TIN,1567616097,Internet Paradigm Concierge 2,2
23,11,TIN,4358135995,Administrative Concierge,2
23,12,TIN,4442797359,External Solutions LLC 9,2
23,13,TIN,632867898,Expert Trade Design 3,2
23,14,TIN,7736326068,Expert Security Telecom 8,0
23,15,TIN,2259147814,Profit Server Concierge 2,0
23,16,TIN,3772863200,North American Automation Corp 4,0
23,17,TIN,4923164813,Micro Production 6,0
23,18,TIN,7957783282,Integrity 5,0
23,19,TIN,9052778206,Red Hat Computer Resources 10,0
18,1,TIN,4844937858,"Micro Client Unlimited, Inc 8",29
18,2,TIN,1194658099,Continential Software Technologies 5,20
18,3,TIN,5040528987,Fred Import,12
18,4,TIN,553354866,Proffessional Networking Studios 4,12
18,5,TIN,5492270002,Profit Production Concierge 4,12
18,6,TIN,8075735333,Continential Software Technologies,12
18,7,TIN,7813622408,Micro Production,11
18,8,TIN,6253656757,Proffessional Security Group 10,11
18,9,TIN,3315223908,Technical Concepts Studios 10,6
18,10,TIN,7207278736,Expert Interactive Resources 5,6
18,11,TIN,3189208003,Global Solutions Studios 10,6
18,12,TIN,6989845409,North American Trade Group 9,6
18,13,TIN,1366712363,Certified Security 6,6
18,14,TIN,7480358133,"American Paradigm Unlimited, Inc 5",6
18,15,TIN,3186061663,"Open Networks Unlimited, Inc 7",6
18,16,TIN,5956988316,Quantum Interworks Advertising 10,6
18,17,TIN,6241557590,Internet Community Group 2,6
18,18,TIN,2077302348,Agility Outsourcing Studios 4,5
18,19,TIN,6623645580,Continential Wireless Worldwide 2,5
18,20,TIN,819640501,Cyber Security 6,5
18,21,TIN,4735894912,Indicative Opportunities Vision 4,2
18,22,TIN,8576646850,Enigma Securities Group 3,2
18,23,TIN,3388560781,Proffessional Technology 3,2
18,24,TIN,6369009445,Cyber Integrity Universal 6,2
18,25,TIN,4020738517,Advanced Byte Firm 3,2
18,26,TIN,7405883255,Hans Mann,2
18,27,TIN,5143029403,Advanced Byte Inc 2,2
18,28,TIN,5932607126,Cyber Security 4,2
18,29,TIN,5001223074,Canadian Media Design 7,2
18,30,TIN,1375506074,Agility Outsourcing Studios,2
18,31,TIN,8009648039,Graphic Outsourcing Studios 8,1
18,32,TIN,5127752668,Indicative Community Technologies,1
18,33,TIN,608832280,Graphic Server Universal 9,0
18,34,TIN,6220510239,American Software 8,0
18,35,TIN,8794050798,Administrative Automation Inc 5,0
18,36,TIN,1719191864,Moving Business 9,0
18,37,TIN,8259504693,Administrative Automation Inc 8,0
18,38,TIN,7704577988,Reliable Services Advertising 8,0
18,39,TIN,192309426,"Micro Client Unlimited, Inc 6",0
18,40,TIN,5321092501,Expert Telecom 2,0
18,41,TIN,5277194372,Key Byte Group 2,0
18,42,TIN,8604529111,Corporate Data Advertising 7,0
18,43,TIN,9682017292,Visual Interworks Design 8,0
18,44,TIN,6865779416,External Solutions LLC 10,0
18,45,TIN,5204377407,Ironclad Software Concierge,0
0,1,TIN,6172484718,Quantum Integrity LLC 9,29
0,2,TIN,9114132821,Red Hat Computer Resources 5,28
0,3,TIN,762241245,Graphic Outsourcing Studios 10,20
0,4,TIN,3872268138,Micro Production 9,19
0,5,TIN,1190102616,Network Cluster 8,12
0,6,TIN,7652587106,Micro Interactive Resources 9,12
0,7,TIN,5961397803,North American Trade Group 5,10
0,8,TIN,5394733940,"Profit Interactive Unlimited, Inc 6",6
0,9,TIN,6844082188,Enigma Wireless Design 8,6
0,10,TIN,941705765,Indicative Community Technologies 5,6
0,11,TIN,5552838589,Integrity 10,6
0,12,TIN,7919176680,Key Digital Concierge,6
0,13,TIN,8131440788,Graphic Server Universal 3,6
0,14,TIN,3467729298,Enigma Wireless Design 2,6
0,15,TIN,5463564268,Key Digital Concierge 2,6
0,16,TIN,7359415072,Technical Concepts Studios 6,6
0,17,TIN,166621836,Technical Computer Ltd 3,6
0,18,TIN,2981119290,Visual Automation 8,6
0,19,TIN,3631325814,Cyber Security 3,6
0,20,TIN,4150439244,Graphic Outsourcing Studios,5
0,21,TIN,5833792857,Network Server Studios 9,2
0,22,TIN,8673493561,Key Software 4,2
0,23,TIN,6348608562,Agility PC Advertising 2,2
0,24,TIN,2963410702,Key Software 2,2
0,25,TIN,3278687479,External Solutions LLC 8,2
0,26,TIN,605780516,asas,2
0,27,TIN,9612788410,Administrative Trade Telecom 5,2
0,28,TIN,7691286274,DJA Hardware Store,2
0,29,TIN,4930542612,Technical PC Studios 3,2
0,30,TIN,8100705273,"Open Networks Unlimited, Inc 10",2
0,31,TIN,3773598330,Internal Unified Technologies 3,2
0,32,TIN,9120965799,Proffessional Wireless Advertising 8,2
0,33,TIN,447429872,External Media Corp 7,2
0,34,TIN,5892780820,North American Automation Concierge 4,2
0,35,TIN,7950135400,Key Software 7,2
0,36,TIN,401573812,Canadian Consulting Design 6,2
0,37,TIN,8441411009,Key Byte Group 8,1
0,38,TIN,7576396836,Technical Paradigm Technologies 5,0
0,39,TIN,5647738174,Technical Paradigm Technologies 8,0
0,40,TIN,7161606910,Expert Integrity Technologies 4,0
0,41,TIN,9776519040,Graphic Outsourcing Studios 4,0
0,42,TIN,9477371228,Key Digital Concierge 7,0
0,43,TIN,3106509415,Technical PC Studios,0
0,44,TIN,4068431076,Technical Computer Ltd 4,0
0,45,TIN,9572942552,North American Trade Group 4,0
0,46,TIN,9179873185,Canadian Consulting Design 9,0
15,1,TIN,2810009619,"American Paradigm Unlimited, Inc 10",20
